timestamp,summary,icon,precipIntensity,precipProbability,temperature,apparentTemperature,dewPoint,humidity,windSpeed,windBearing,visibility,cloudCover,pressure
1594882800,Clear,clear-night,0,0,14.46,14.46,11.6,0.83,3.49,248,16.093,0.1,1012
1594886400,Clear,clear-night,0.0194,0.01,13.94,13.94,11.51,0.85,3.54,248,16.093,0.16,1011.7
1594890000,Clear,clear-night,0,0,14,14,11.42,0.84,3.45,251,16.093,0.26,1011.6
1594893600,Clear,clear-night,0.0253,0.01,12.91,12.91,11.43,0.91,3.39,251,15.197,0.28,1011.4
1594897200,Partly Cloudy,partly-cloudy-night,0,0,12.81,12.81,11.44,0.91,3.35,251,13.375,0.32,1011.4
1594900800,Clear,clear-night,0.0072,0.01,12.85,12.85,11.07,0.89,2.97,250,13.697,0.31,1011
1594904400,Partly Cloudy,partly-cloudy-night,0.0133,0.01,12.77,12.77,11.26,0.91,2.69,247,14.304,0.31,1011.1
1594908000,Partly Cloudy,partly-cloudy-day,0.0203,0.01,13.17,13.17,10.98,0.87,2.83,243,16.093,0.44,1011.7
1594911600,Partly Cloudy,partly-cloudy-day,0,0,14.48,14.48,11.79,0.84,2.83,244,16.093,0.44,1011.8
1594915200,Clear,clear-day,0,0,16.43,16.43,11.42,0.72,2.75,251,16.093,0.27,1011.9
1594918800,Clear,clear-day,0,0,18.73,18.73,12.12,0.65,2.64,249,16.093,0.18,1012.1
1594922400,Clear,clear-day,0,0,20.5,20.5,12.64,0.61,2.97,255,16.093,0.08,1012.2
1594926000,Clear,clear-day,0,0,22.73,22.73,12.22,0.52,3.16,259,16.093,0.05,1012.1
1594929600,Clear,clear-day,0,0,24.25,24.25,11.9,0.46,3.89,256,16.093,0.04,1011.8
1594933200,Clear,clear-day,0,0,25.31,25.31,11.69,0.43,4.19,257,16.093,0.04,1011.4
1594936800,Clear,clear-day,0,0,25.8,25.8,11.85,0.42,4.67,255,16.093,0.03,1011.3
1594940400,Clear,clear-day,0,0,25.12,25.12,12.38,0.45,4.86,256,16.093,0.02,1010.7
1594944000,Clear,clear-day,0,0,24.09,24.09,12.72,0.49,4.83,259,16.093,0,1010.5
1594947600,Clear,clear-day,0,0,22.07,22.07,12.45,0.54,4.61,264,16.093,0.01,1011.2
1594951200,Clear,clear-day,0,0,20.06,20.06,11.91,0.59,4.46,249,16.093,0.02,1011.6
1594954800,Clear,clear-day,0,0,17.87,17.87,11.77,0.67,4.22,254,16.093,0.03,1011.9
1594958400,Clear,clear-night,0,0,16.08,16.08,11.68,0.75,4,250,16.093,0.06,1012.1
1594962000,Clear,clear-night,0.0295,0.01,14.99,14.99,12.12,0.83,3.77,248,16.093,0.13,1012.2
1594965600,Clear,clear-night,0,0,14.06,14.06,11.95,0.87,3.51,246,16.093,0.15,1012.6
1594969200,Clear,clear-night,0,0,13.63,13.63,11.91,0.89,3.52,245,16.093,0.21,1012.6
1594972800,Clear,clear-night,0.0341,0.01,13.25,13.25,11.63,0.9,3.47,243,16.093,0.26,1012.7
1594976400,Clear,clear-night,0.0197,0.01,13.39,13.39,11.96,0.91,3.17,238,16.093,0.31,1012.6
1594980000,Partly Cloudy,partly-cloudy-night,0.0472,0.01,13.43,13.43,11.91,0.91,3.04,237,15.822,0.37,1012.7
1594983600,Partly Cloudy,partly-cloudy-night,0.0414,0.01,13.36,13.36,11.83,0.9,2.85,236,15.213,0.38,1012.6
1594987200,Clear,clear-night,0,0,13.43,13.43,11.96,0.91,2.76,247,14.871,0.29,1012.5
1594990800,Partly Cloudy,partly-cloudy-night,0.0052,0.01,13.23,13.23,11.79,0.91,2.76,245,14.914,0.38,1012.7
1594994400,Partly Cloudy,partly-cloudy-day,0.0062,0.01,13.38,13.38,11.83,0.9,3.02,242,15.228,0.37,1013.4
1594998000,Partly Cloudy,partly-cloudy-day,0.0089,0.01,14.69,14.69,12.04,0.84,3.1,243,16.093,0.35,1013.9
1595001600,Clear,clear-day,0,0,16.72,16.72,12.12,0.74,2.94,246,16.093,0.22,1014.2
1595005200,Clear,clear-day,0,0,19.09,19.09,11.9,0.63,3.26,242,16.093,0.14,1014.1
1595008800,Clear,clear-day,0,0,21.65,21.65,12.32,0.55,3.22,243,16.093,0.01,1014
1595012400,Clear,clear-day,0,0,23.85,23.85,12.27,0.48,3.46,245,16.093,0,1014
1595016000,Clear,clear-day,0,0,25.63,25.63,12.31,0.44,3.92,245,16.093,0,1013.6
1595019600,Clear,clear-day,0,0,26.56,26.56,12.49,0.42,3.98,252,16.093,0.01,1013.4
1595023200,Clear,clear-day,0,0,27.01,27.01,13.01,0.42,4.06,253,16.093,0,1012.9
1595026800,Clear,clear-day,0,0,26.58,26.58,13.21,0.44,4.4,254,16.093,0,1012.3
1595030400,Clear,clear-day,0,0,25.76,25.76,13.38,0.46,4.3,259,16.093,0,1011.9
1595034000,Clear,clear-day,0,0,24.08,24.08,13.3,0.51,4.28,260,16.093,0,1012
1595037600,Clear,clear-day,0,0,21.7,21.7,12.99,0.58,3.91,252,16.093,0,1012.2
1595041200,Clear,clear-day,0,0,19.32,19.32,12.56,0.65,3.81,260,16.093,0.01,1012.5
1595044800,Clear,clear-night,0,0,17.16,17.16,12.34,0.73,3.7,253,16.093,0.01,1012.8
1595048400,Clear,clear-night,0,0,15.84,15.84,12.26,0.79,3.46,249,16.093,0.03,1013.4
1595052000,Clear,clear-night,0,0,14.72,14.72,12.01,0.84,3.22,244,16.093,0.06,1013.6
1595055600,Clear,clear-night,0,0,14.51,14.51,11.77,0.84,3.11,238,16.093,0.1,1014.1
1595059200,Clear,clear-night,0,0,14.25,14.25,11.5,0.84,3.16,237,16.093,0.15,1013.8
1595062800,Clear,clear-night,0,0,13.78,13.78,11.27,0.85,2.92,238,16.093,0.17,1013.7
1595066400,Clear,clear-night,0,0,13.49,13.49,11.25,0.86,2.79,234,16.093,0.2,1013.5
1595070000,Clear,clear-night,0,0,13.26,13.26,11.24,0.88,2.68,242,16.093,0.23,1014
1595073600,Clear,clear-night,0,0,13.36,13.36,11.16,0.87,2.53,244,16.093,0.23,1013.6
1595077200,Clear,clear-night,0.0262,0.01,13.19,13.19,11.42,0.89,2.09,241,16.093,0.26,1014
1595080800,Clear,clear-day,0,0,13.8,13.8,11.65,0.87,1.94,237,16.093,0.3,1014.5
1595084400,Clear,clear-day,0.0201,0.01,15.38,15.38,12.25,0.82,1.75,238,16.093,0.27,1015
1595088000,Clear,clear-day,0,0,18.13,18.13,12.78,0.71,1.54,233,16.093,0.21,1015.2
1595091600,Clear,clear-day,0,0,20.64,20.64,13.23,0.62,1.71,242,16.093,0.13,1015.4
1595095200,Clear,clear-day,0,0,23.56,23.56,13.58,0.54,1.86,245,16.093,0.01,1015.4
1595098800,Clear,clear-day,0,0,25.64,25.64,13.75,0.48,2.07,257,16.093,0,1015
1595102400,Clear,clear-day,0,0,26.8,26.96,13.85,0.45,2.53,255,16.093,0,1014.6
1595106000,Clear,clear-day,0,0,28.17,28.17,13.77,0.41,2.8,256,16.093,0,1014.2
1595109600,Clear,clear-day,0,0,28.51,28.51,13.75,0.4,3.37,268,16.093,0,1013.8
1595113200,Clear,clear-day,0,0,29.05,29.05,13.59,0.39,3.73,253,16.093,0,1013.4
1595116800,Clear,clear-day,0,0,27.48,27.48,13.37,0.42,3.93,265,16.093,0,1013
1595120400,Clear,clear-day,0,0,25.99,25.99,12.83,0.44,3.95,291,16.093,0,1012.7
1595124000,Clear,clear-day,0,0,24.97,24.97,12.46,0.46,3.34,228,16.093,0,1013.1
1595127600,Clear,clear-day,0,0,22.71,22.71,11.83,0.5,3.11,255,16.093,0,1013
1595131200,Clear,clear-night,0,0,20.15,20.15,11.63,0.58,3.12,256,16.093,0,1013.5
1595134800,Clear,clear-night,0,0,18.36,18.36,11.59,0.65,3.02,261,16.093,0.01,1013.7
1595138400,Clear,clear-night,0,0,16.99,16.99,12.12,0.73,3.19,255,16.093,0,1013.9
1595142000,Clear,clear-night,0,0,15.8,15.8,12.4,0.8,3.29,254,16.093,0.03,1014.1
1595145600,Clear,clear-night,0,0,16.02,16.02,12.08,0.77,3.38,245,16.093,0.07,1014.2
1595149200,Clear,clear-night,0,0,15.41,15.41,11.85,0.79,2.95,253,16.093,0.13,1014
1595152800,Clear,clear-night,0,0,13.64,13.64,11.55,0.87,3.07,253,13.979,0.2,1013.7
1595156400,Clear,clear-night,0,0,14.97,14.97,11.75,0.81,3.08,244,11.925,0.23,1014
1595160000,Clear,clear-night,0,0,13.59,13.59,11.34,0.86,2.85,248,11.51,0.25,1013.4
1595163600,Partly Cloudy,partly-cloudy-night,0,0,13.52,13.52,11.63,0.88,2.59,249,12.126,0.37,1014
1595167200,Partly Cloudy,partly-cloudy-day,0.0109,0.01,13.74,13.74,11.71,0.88,2.68,248,12.519,0.48,1014
1595170800,Partly Cloudy,partly-cloudy-day,0.0179,0.01,14.33,14.33,12.4,0.88,2.94,245,16.093,0.44,1014.6
1595174400,Partly Cloudy,partly-cloudy-day,0,0,16.09,16.09,12.11,0.77,2.8,245,16.093,0.45,1014.3
1595178000,Partly Cloudy,partly-cloudy-day,0,0,18.19,18.19,12.63,0.7,2.99,253,16.093,0.31,1014.6
1595181600,Clear,clear-day,0,0,20.18,20.18,12.99,0.63,3.1,256,16.093,0.15,1014.7
1595185200,Clear,clear-day,0,0,22.24,22.24,13.16,0.56,3.4,255,16.093,0.1,1014.7
1595188800,Clear,clear-day,0,0,24.08,24.08,13.22,0.51,3.95,257,16.093,0.07,1014.3
1595192400,Clear,clear-day,0,0,24.99,24.99,12.97,0.47,4.41,254,16.093,0.06,1014.4
1595196000,Clear,clear-day,0,0,25.04,25.04,12.94,0.47,4.91,257,16.093,0.04,1014
1595199600,Clear,clear-day,0,0,24.7,24.7,12.81,0.48,4.94,255,16.093,0.02,1013.9
1595203200,Clear,clear-day,0,0,23.55,23.55,12.97,0.51,4.87,258,16.093,0.01,1013.5
1595206800,Clear,clear-day,0,0,22.34,22.34,12.75,0.55,4.4,275,16.093,0,1013.6
1595210400,Clear,clear-day,0,0,20.6,20.6,12.29,0.59,4.16,237,16.093,0.01,1013.6
1595214000,Clear,clear-day,0,0,18.63,18.63,12.22,0.66,4.1,255,16.093,0.02,1013.5
1595217600,Clear,clear-night,0.0361,0.01,16.29,16.29,12.17,0.77,3.9,254,16.093,0.04,1013.9
1595221200,Clear,clear-night,0.0087,0.01,14.89,14.89,12.13,0.84,4.03,252,16.093,0.06,1014.1
1595224800,Clear,clear-night,0.0145,0.01,14.05,14.05,12.04,0.88,4.01,247,16.093,0.14,1014.5
1595228400,Clear,clear-night,0.0178,0.01,13.35,13.35,11.98,0.91,3.94,245,16.093,0.21,1014.8
1595232000,Clear,clear-night,0.0183,0.01,12.92,12.92,11.88,0.93,4.03,245,16.093,0.25,1015
1595235600,Partly Cloudy,partly-cloudy-night,0.0268,0.01,12.48,12.48,11.74,0.95,3.88,248,16.093,0.37,1015.1
1595239200,Partly Cloudy,partly-cloudy-night,0.0251,0.01,12.19,12.19,11.7,0.97,3.79,246,15.608,0.52,1015
1595242800,Mostly Cloudy,partly-cloudy-night,0.0225,0.01,12.06,12.06,11.63,0.97,3.59,248,15.425,0.6,1014.8
1595246400,Mostly Cloudy,partly-cloudy-night,0,0,12.54,12.54,11.74,0.95,3.39,249,14.971,0.67,1014.7
1595250000,Mostly Cloudy,partly-cloudy-night,0,0,12.4,12.4,11.58,0.95,3.43,248,14.765,0.7,1014.9
1595253600,Partly Cloudy,partly-cloudy-day,0.0137,0.01,12.58,12.58,11.42,0.93,3.45,244,15.952,0.59,1015.3
1595257200,Mostly Cloudy,partly-cloudy-day,0,0,13.42,13.42,11.43,0.88,3.5,242,16.093,0.77,1015.3
1595260800,Mostly Cloudy,partly-cloudy-day,0,0,14.58,14.58,11.84,0.84,3.34,248,16.093,0.6,1015.5
1595264400,Partly Cloudy,partly-cloudy-day,0,0,16.74,16.74,12.1,0.74,3.49,248,16.093,0.43,1015.6
1595268000,Clear,clear-day,0,0,18.44,18.44,12.72,0.69,3.64,252,16.093,0.23,1015.5
1595271600,Clear,clear-day,0,0,20.33,20.33,12.78,0.62,3.93,255,16.093,0.15,1015.1
1595275200,Clear,clear-day,0,0,22,22,12.91,0.56,4.26,253,16.093,0.09,1014.3
1595278800,Clear,clear-day,0,0,22.95,22.95,12.94,0.53,4.66,252,16.093,0.04,1013.8
1595282400,Clear,clear-day,0,0,23.07,23.07,12.85,0.53,4.98,251,16.093,0.03,1013.3
1595286000,Clear,clear-day,0,0,22.88,22.88,12.43,0.52,5.21,255,16.093,0.02,1013.4
1595289600,Clear,clear-day,0,0,22.37,22.37,12.24,0.53,4.91,253,16.093,0.01,1013.1
1595293200,Clear,clear-day,0,0,21.27,21.27,11.77,0.55,4.53,259,16.093,0.01,1012.6
1595296800,Clear,clear-day,0,0,19.48,19.48,11.17,0.59,4.12,250,16.093,0.02,1012.6
1595300400,Clear,clear-day,0,0,17.73,17.73,11,0.65,4.07,250,16.093,0.03,1012.3
1595304000,Clear,clear-night,0,0,16.08,16.08,10.76,0.71,3.77,250,16.093,0.07,1012.1
1595307600,Clear,clear-night,0,0,14.41,14.41,11.15,0.81,3.38,252,16.093,0.12,1012.3
1595311200,Clear,clear-night,0,0,13.72,13.72,11.25,0.85,3.49,242,16.093,0.18,1012.7
1595314800,Clear,clear-night,0,0,13.92,13.92,11.24,0.84,3.57,243,16.093,0.25,1012.5
1595318400,Partly Cloudy,partly-cloudy-night,0,0,13.52,13.52,11.23,0.86,3.5,245,16.093,0.32,1012.3
1595322000,Partly Cloudy,partly-cloudy-night,0,0,12.95,12.95,11.15,0.89,3.42,241,15.385,0.35,1012.1
1595325600,Partly Cloudy,partly-cloudy-night,0.0233,0.01,12.82,12.82,11.09,0.89,3.29,240,15.1,0.49,1012
1595329200,Partly Cloudy,partly-cloudy-night,0,0,11.89,11.89,10.89,0.94,3.23,239,13.151,0.5,1011.6
1595332800,Partly Cloudy,partly-cloudy-night,0,0,12.31,12.31,10.88,0.91,2.98,241,11.944,0.41,1011.9
1595336400,Partly Cloudy,partly-cloudy-night,0,0,12.32,12.32,10.69,0.9,2.84,237,13.188,0.44,1011.6
1595340000,Partly Cloudy,partly-cloudy-day,0,0,12.43,12.43,10.55,0.88,2.86,238,13.458,0.5,1011.7
1595343600,Mostly Cloudy,partly-cloudy-day,0,0,13.52,13.52,11.08,0.85,2.86,234,16.093,0.6,1011.9
1595347200,Partly Cloudy,partly-cloudy-day,0,0,15.21,15.21,11.31,0.78,2.8,241,16.093,0.43,1011.9
1595350800,Clear,clear-day,0,0,17.29,17.29,11.9,0.71,3.06,244,16.093,0.29,1011.7
1595354400,Clear,clear-day,0,0,19.03,19.03,12.44,0.66,3.19,253,16.093,0.16,1011.7
1595358000,Clear,clear-day,0,0,21.4,21.4,13.11,0.59,3.78,254,16.093,0.19,1011.2
1595361600,Partly Cloudy,partly-cloudy-day,0,0,22.35,22.35,12.6,0.54,4.06,256,16.093,0.32,1011.2
1595365200,Partly Cloudy,partly-cloudy-day,0,0,23.77,23.77,12.49,0.49,4.34,255,16.093,0.4,1010.4
1595368800,Partly Cloudy,partly-cloudy-day,0,0,24.07,24.07,12.32,0.48,4.74,255,16.093,0.35,1010.4
1595372400,Clear,clear-day,0,0,24.44,24.44,11.94,0.46,4.79,251,16.093,0.26,1009.9
1595376000,Clear,clear-day,0,0,24.15,24.15,12.01,0.47,4.84,255,16.093,0.12,1009.2
1595379600,Clear,clear-day,0,0,21.72,21.72,12.04,0.54,5.07,254,16.093,0.11,1009
1595383200,Clear,clear-day,0,0,19.38,19.38,11.78,0.61,5.03,258,16.093,0.13,1009
1595386800,Clear,clear-day,0,0,16.77,16.77,11.82,0.73,4.26,251,16.093,0.15,1009
1595390400,Clear,clear-night,0,0,14.96,14.96,12.02,0.83,4.35,246,16.093,0.23,1009.6
1595394000,Clear,clear-night,0,0,13.67,13.67,12.2,0.91,3.95,245,16.093,0.26,1009.9
1595397600,Clear,clear-night,0,0,13.19,13.19,12.23,0.94,3.69,241,16.093,0.28,1010.4
1595401200,Partly Cloudy,partly-cloudy-night,0,0,12.84,12.84,12.24,0.96,3.72,243,13.991,0.34,1010.3
1595404800,Partly Cloudy,partly-cloudy-night,0,0,12.67,12.67,12.11,0.96,3.81,240,16.093,0.36,1009.9
1595408400,Partly Cloudy,partly-cloudy-night,0,0,12.3,12.3,12.22,1,3.74,241,15.016,0.48,1009.8
1595412000,Partly Cloudy,partly-cloudy-night,0.0224,0.01,12.29,12.29,12.08,0.99,3.5,239,16.093,0.52,1009.7
1595415600,Partly Cloudy,partly-cloudy-night,0.0216,0.01,12.18,12.18,11.94,0.98,3.27,234,16.093,0.59,1009.7
1595419200,Mostly Cloudy,partly-cloudy-night,0.0261,0.01,12.99,12.99,11.88,0.93,3.06,221,16.093,0.62,1009.6
1595422800,Mostly Cloudy,partly-cloudy-night,0,0,12.77,12.77,11.65,0.93,2.98,217,16.093,0.62,1009.4
1595426400,Partly Cloudy,partly-cloudy-day,0,0,12.71,12.71,11.27,0.91,3.07,219,16.093,0.58,1009.3
1595430000,Partly Cloudy,partly-cloudy-day,0,0,13.09,13.09,12.14,0.94,3.36,234,16.093,0.59,1009.4
1595433600,Mostly Cloudy,partly-cloudy-day,0,0,14.3,14.3,11.53,0.83,3.25,232,16.093,0.62,1010
1595437200,Partly Cloudy,partly-cloudy-day,0,0,16.16,16.16,11.63,0.75,3.25,236,16.093,0.42,1010.4
1595440800,Clear,clear-day,0,0,17.64,17.64,13.07,0.75,3.53,245,16.093,0.13,1010.7
1595444400,Clear,clear-day,0,0,20.99,20.99,11.97,0.56,3.42,246,16.093,0.08,1010.7
1595448000,Clear,clear-day,0,0,23.09,23.09,12.35,0.51,3.74,249,16.093,0.04,1010.2
1595451600,Clear,clear-day,0,0,24.58,24.58,12.6,0.47,3.98,250,16.093,0.02,1009.8
1595455200,Clear,clear-day,0,0,24.98,24.98,12.9,0.47,4.43,252,16.093,0.02,1009.6
1595458800,Clear,clear-day,0,0,24.44,24.44,13,0.49,5.04,257,16.093,0.03,1009.4
1595462400,Clear,clear-day,0,0,23.33,23.33,13.07,0.52,5.08,263,16.093,0,1009
1595466000,Clear,clear-day,0,0,21.62,21.62,12.97,0.58,4.92,271,16.093,0.01,1009.1
1595469600,Clear,clear-day,0,0,19.39,19.39,12.87,0.66,4.49,248,16.093,0.02,1009.3
1595473200,Clear,clear-day,0.0389,0.01,17.57,17.57,12.66,0.73,3.88,253,16.093,0.03,1009.7
1595476800,Clear,clear-night,0,0,15.89,15.89,12.63,0.81,3.78,256,16.093,0.06,1009.7
1595480400,Clear,clear-night,0,0,14.49,14.49,12.64,0.89,3.79,252,16.093,0.09,1010.5
1595484000,Clear,clear-night,0,0,13.88,13.88,12.55,0.92,3.62,247,16.093,0.16,1010.7
1595487600,Clear,clear-night,0,0,13.31,13.31,12.44,0.94,3.58,242,16.093,0.26,1010.9
1595491200,Partly Cloudy,partly-cloudy-night,0,0,13.37,13.37,12.41,0.94,3.37,241,14.041,0.43,1011
1595494800,Partly Cloudy,partly-cloudy-night,0,0,13.87,13.87,12.51,0.92,3.17,240,12.835,0.56,1011
1595498400,Mostly Cloudy,partly-cloudy-night,0,0,13.13,13.13,12.34,0.95,3.17,238,14.009,0.66,1010.6
1595502000,Mostly Cloudy,partly-cloudy-night,0,0,13.36,13.36,12.08,0.92,3.05,235,13.589,0.68,1010.6
1595505600,Mostly Cloudy,partly-cloudy-night,0,0,13.01,13.01,11.76,0.92,2.61,235,13.47,0.76,1010.8
1595509200,Mostly Cloudy,partly-cloudy-night,0.0254,0.01,12.91,12.91,11.54,0.91,2.64,226,13.276,0.72,1011.3
1595512800,Mostly Cloudy,partly-cloudy-day,0,0,12.91,12.91,11.38,0.9,2.98,224,13.219,0.69,1011.4
1595516400,Mostly Cloudy,partly-cloudy-day,0,0,13.65,13.65,11.58,0.87,2.69,223,16.093,0.6,1011.5
1595520000,Partly Cloudy,partly-cloudy-day,0,0,14.97,14.97,11.96,0.82,2.49,225,16.093,0.47,1012.3
1595523600,Clear,clear-day,0,0,17.24,17.24,12.3,0.73,2.41,235,16.093,0.3,1012.6
1595527200,Clear,clear-day,0,0,19.47,19.47,12.8,0.65,2.6,242,16.093,0.09,1012.7
1595530800,Clear,clear-day,0,0,21.77,21.77,12.76,0.57,2.94,248,16.093,0.04,1012.4
1595534400,Clear,clear-day,0,0,23.79,23.79,12.59,0.49,3.12,247,16.093,0.02,1012.2
1595538000,Clear,clear-day,0,0,25.45,25.45,12.72,0.45,3.36,253,16.093,0.02,1012.2
1595541600,Clear,clear-day,0,0,26.29,26.29,12.54,0.43,4.09,256,16.093,0.01,1011.6
1595545200,Clear,clear-day,0,0,25.57,25.57,12.36,0.44,4.33,253,16.093,0,1011.3
1595548800,Clear,clear-day,0,0,25.28,25.28,12.07,0.44,4.33,255,16.093,0,1011.1
1595552400,Clear,clear-day,0,0,23.65,23.65,11.88,0.48,4.42,260,16.093,0.01,1011.1
1595556000,Clear,clear-day,0,0,21.78,21.78,11.88,0.53,4.05,251,16.093,0.02,1010.8
1595559600,Clear,clear-day,0,0,19.19,19.19,11.71,0.62,3.72,251,16.093,0.04,1010.8
1595563200,Clear,clear-night,0,0,16.93,16.93,11.7,0.71,3.74,248,16.093,0.06,1010.9
1595566800,Clear,clear-night,0,0,15.22,15.22,11.86,0.8,3.81,245,16.093,0.1,1011.4
1595570400,Clear,clear-night,0,0,14.4,14.4,11.59,0.83,7.7,241,16.093,0.03,1011.5
1595574000,Clear,clear-night,0,0,13.73,13.73,11.51,0.86,3.6,241,16.093,0.06,1011.7
1595577600,Clear,clear-night,0.0366,0.01,13.41,13.41,11.52,0.88,3.35,236,16.093,0.1,1011.7
1595581200,Clear,clear-night,0,0,13.16,13.16,11.48,0.9,3.48,237,16.093,0.1,1011.4
1595584800,Clear,clear-night,0,0,13.1,13.1,11.52,0.9,3.34,235,16.093,0.16,1011.3
1595588400,Clear,clear-night,0,0,12.87,12.87,11.56,0.92,3.38,236,16.093,0.16,1011.2
1595592000,Clear,clear-night,0,0,12.83,12.83,11.53,0.92,3.33,239,16.093,0.12,1011.3
1595595600,Clear,clear-night,0,0,12.44,12.44,11.42,0.93,8.29,230,16.093,0.18,1011.4
1595599200,Clear,clear-day,0,0,12.43,12.43,11.46,0.94,3.57,232,15.003,0.3,1011.9
1595602800,Partly Cloudy,partly-cloudy-day,0,0,13.17,13.17,11.39,0.89,3.52,240,15.572,0.33,1012.2
1595606400,Partly Cloudy,partly-cloudy-day,0,0,14.75,14.75,11.42,0.8,3.58,238,16.093,0.32,1012.6
1595610000,Clear,clear-day,0,0,16.74,16.74,11.44,0.71,3.68,235,16.093,0.23,1013
1595613600,Clear,clear-day,0,0,18.56,18.56,11.52,0.64,3.72,235,16.093,0.1,1013
1595617200,Clear,clear-day,0.3694,0.03,20.57,20.57,11.54,0.56,3.87,242,16.093,0.07,1013.3
1595620800,Clear,clear-day,0,0,22.24,22.24,11.59,0.51,4.21,247,16.093,0.06,1012.7
1595624400,Clear,clear-day,0,0,23.13,23.13,11.48,0.48,4.67,248,16.093,0.06,1012.4
1595628000,Clear,clear-day,0,0,23.47,23.47,11.21,0.46,4.91,247,16.093,0.07,1012.1
1595631600,Clear,clear-day,0,0,23,23,10.99,0.47,5.23,249,16.093,0.08,1011.9
1595635200,Clear,clear-day,0,0,22.06,22.06,10.86,0.49,5.41,249,16.093,0,1012
1595638800,Clear,clear-day,0,0,20.27,20.27,11.09,0.56,4.92,249,16.093,0.02,1011.9
1595642400,Clear,clear-day,0,0,18.11,18.11,11.09,0.64,4.81,245,16.093,0.04,1011.9
1595646000,Clear,clear-day,0,0,16.09,16.09,11.07,0.72,4.31,247,16.093,0.07,1011.8
1595649600,Clear,clear-night,0,0,14.13,14.13,10.94,0.81,4.28,241,16.093,0.12,1012.2
1595653200,Clear,clear-night,0,0,13.09,13.09,11.03,0.87,4.1,240,16.093,0.15,1012.4
1595656800,Clear,clear-night,0,0,12.7,12.7,11.08,0.9,3.85,237,16.093,0.17,1012.5
1595660400,Clear,clear-night,0,0,12.48,12.48,11.05,0.91,3.88,234,16.093,0.22,1012.6
1595664000,Clear,clear-night,0,0,12.54,12.54,11.04,0.91,3.45,231,16.093,0.28,1012.6
1595667600,Clear,clear-night,0,0,12.61,12.61,11.06,0.9,3.03,230,16.093,0.31,1012.6
1595671200,Partly Cloudy,partly-cloudy-night,0,0,12.51,12.51,10.95,0.9,2.57,223,16.093,0.38,1012.2
1595674800,Partly Cloudy,partly-cloudy-night,0,0,12.53,12.53,10.85,0.89,2.48,219,16.093,0.36,1012
1595678400,Clear,clear-night,0,0,12.45,12.45,10.85,0.9,2.22,218,16.093,0.21,1012.2
1595682000,Clear,clear-night,0,0,12.33,12.33,10.69,0.9,2.25,217,16.093,0.24,1012.1
1595685600,Clear,clear-day,0,0,12.73,12.73,10.88,0.88,2.14,218,16.093,0.28,1012.4
1595689200,Clear,clear-day,0,0,14.32,14.32,11.32,0.82,2.14,223,16.093,0.29,1012.5
1595692800,Clear,clear-day,0,0,16.8,16.8,11.81,0.72,2.11,225,16.093,0.22,1012.6
1595696400,Clear,clear-day,0,0,19.7,19.7,11.9,0.61,1.94,230,16.093,0.13,1012.9
1595700000,Clear,clear-day,0,0,22.59,22.59,12.29,0.52,2.15,232,16.093,0,1012.7
1595703600,Clear,clear-day,0,0,25.07,25.07,12.11,0.44,2.41,247,16.093,0,1012.5
1595707200,Clear,clear-day,0,0,26.96,26.96,11.79,0.39,2.77,239,16.093,0,1012.3
1595710800,Clear,clear-day,0,0,28.48,28.48,11.84,0.36,3.15,253,16.093,0,1011.7
1595714400,Clear,clear-day,0,0,28.89,28.89,11.61,0.34,3.58,259,16.093,0,1011.2
1595718000,Clear,clear-day,0,0,29.18,29.18,11.7,0.34,3.94,253,16.093,0,1011
1595721600,Clear,clear-day,0,0,28.27,28.27,12.08,0.37,4,256,16.093,0,1011
1595725200,Clear,clear-day,0,0,26.51,26.51,12.38,0.41,4.04,269,16.093,0,1011
1595728800,Clear,clear-day,0,0,24.27,24.27,12.18,0.47,3.8,242,16.093,0,1010.9
1595732400,Clear,clear-day,0,0,21.97,21.97,12.03,0.53,3.54,254,16.093,0.01,1011.1
1595736000,Clear,clear-night,0,0,19.95,19.95,11.47,0.58,3.25,249,16.093,0.01,1011.3
1595739600,Clear,clear-night,0,0,18.38,18.38,11.45,0.64,3.29,248,16.093,0.02,1011.7
1595743200,Clear,clear-night,0,0,17.35,17.35,11.45,0.68,3.08,244,16.093,0,1012.1
1595746800,Clear,clear-night,0,0,16.45,16.45,11.63,0.73,3.37,246,16.093,0.02,1012.3
1595750400,Clear,clear-night,0,0,16.08,16.08,11.58,0.75,3.33,243,16.093,0.03,1012.6
1595754000,Clear,clear-night,0,0,15.75,15.75,11.03,0.74,2.66,240,16.093,0.06,1012.4
1595757600,Clear,clear-night,0,0,15.54,15.54,10.89,0.74,2.63,241,16.093,0.12,1012.4
1595761200,Clear,clear-night,0,0,14.08,14.08,10.82,0.81,2.5,242,16.093,0.2,1012.4
1595764800,Clear,clear-night,0,0,13.84,13.84,11.41,0.85,2.36,241,15.769,0.2,1012.5
1595768400,Clear,clear-night,0,0,14.03,14.03,11.68,0.86,2.38,249,15.078,0.24,1012.7
1595772000,Clear,clear-day,0,0,14.46,14.46,12.06,0.86,2.18,236,15.508,0.27,1013
1595775600,Clear,clear-day,0,0,15.39,15.39,12.26,0.82,2.14,240,16.093,0.27,1013.3
1595779200,Clear,clear-day,0,0,17.49,17.49,12.41,0.72,2.17,248,16.093,0.25,1013.4
1595782800,Clear,clear-day,0,0,20.07,20.07,12.57,0.62,2.26,243,16.093,0.18,1013.1
